root_id	stable_id
1099713	TF105629
953702	TF105630
933427	TF105631
987316	TF105632
1045839	TF105633
954866	TF105634
1119733	TF105635
975885	TF105636
1190419	TF105637
540656	TF105638
920389	TF105639
756726	TF105640
827743	TF105641
883044	TF105642
864783	TF105643
842395	TF105644
839631	TF105645
877012	TF105646
938773	TF105647
866585	TF105648
905365	TF105649
655605	TF105650
869977	TF105651
950792	TF105652
944752	TF105653
1002508	TF105654
873338	TF105655
945438	TF105656
1064609	TF105657
912957	TF105658
897613	TF105659
939950	TF105660
924189	TF105661
946026	TF105662
867539	TF105664
1126451	TF105665
1046448	TF105666
937882	TF105667
938377	TF105668
887204	TF105670
861905	TF105671
849515	TF105672
1015428	TF105673
859444	TF105674
918289	TF105675
871028	TF105676
947104	TF105677
1171805	TF105678
697147	TF105679
939166	TF105680
914573	TF105681
910937	TF105682
934813	TF105683
873653	TF105684
909927	TF105685
895246	TF105686
881068	TF105687
900367	TF105688
990700	TF105689
969593	TF105690
881692	TF105691
771150	TF105692
974460	TF105693
849297	TF105695
924689	TF105696
1151328	TF105697
996846	TF105698
767297	TF105699
1077129	TF105700
893289	TF105701
908816	TF105702
924089	TF105703
1012061	TF105704
924589	TF105705
971225	TF105706
952829	TF105707
1002876	TF105708
1043044	TF105709
1015974	TF105710
964121	TF105711
1038380	TF105712
899449	TF105713
888963	TF105714
957582	TF105715
641316	TF105716
884084	TF105717
890817	TF105718
912553	TF105719
729052	TF105720
880652	TF105721
911341	TF105722
889993	TF105723
914270	TF105724
1023485	TF105725
981864	TF105726
909826	TF105727
963065	TF105728
1052277	TF105729
945634	TF105730
955060	TF105732
1059072	TF105733
822391	TF105734
904957	TF105736
893083	TF105737
867857	TF105738
899143	TF105739
987410	TF105740
891023	TF105741
930655	TF105742
963833	TF105743
907604	TF105744
903733	TF105745
946810	TF105746
928279	TF105747
884812	TF105748
421216	TF105750
892980	TF105751
952732	TF105752
928477	TF105753
634933	TF105755
854494	TF105756
1048188	TF105757
874493	TF105758
974080	TF105759
886164	TF105760
964217	TF105761
965465	TF105762
916589	TF105763
817555	TF105765
836630	TF105766
1075054	TF105767
1213829	TF105768
1354826	TF105769
864253	TF105770
1258461	TF105771
1024295	TF105772
1272469	TF105773
819171	TF105775
1156763	TF105776
906997	TF105777
977690	TF105778
916389	TF105779
899041	TF105780
1118383	TF105781
1017976	TF105783
1084226	TF105784
857625	TF105785
792214	TF105786
1008304	TF105788
1113709	TF105789
941616	TF105790
1009868	TF105791
1063334	TF105792
949628	TF105793
1066479	TF105794
859979	TF105795
898123	TF105796
1017794	TF105797
991170	TF105798
971990	TF105799
789754	TF105800
1011697	TF105801
941714	TF105802
963449	TF105803
933130	TF105804
1029685	TF105805
1034580	TF105807
933526	TF105808
953314	TF105809
902917	TF105810
941518	TF105811
1068927	TF105812
1060104	TF105813
1062314	TF105815
983462	TF105816
1149269	TF105817
900061	TF105818
1060529	TF105819
1097422	TF105820
1010420	TF105821
982052	TF105822
1181452	TF105823
999543	TF105824
1031643	TF105825
801184	TF105826
930160	TF105827
969497	TF105828
820781	TF105829
972560	TF105830
563911	TF105831
1141704	TF105832
877324	TF105833
858481	TF105834
1022405	TF105835
997218	TF105836
965849	TF105837
994428	TF105838
1167836	TF105839
917089	TF105840
949434	TF105841
945928	TF105842
382604	TF105843
1073127	TF105844
1176496	TF105845
921789	TF105846
917389	TF105847
941910	TF105848
1004808	TF105849
1025825	TF105850
1033868	TF105851
1125721	TF105852
1181916	TF105853
925389	TF105854
955254	TF105855
1063674	TF105856
1121227	TF105857
854278	TF105858
1109969	TF105859
1186032	TF105860
1003244	TF105862
984778	TF105863
1166224	TF105864
947882	TF105865
954963	TF105866
920689	TF105867
1058212	TF105868
948949	TF105869
1042252	TF105870
950889	TF105871
1085702	TF105872
1006280	TF105873
981015	TF105874
979780	TF105875
884188	TF105876
1183076	TF105877
963737	TF105878
1021055	TF105889
1029507	TF105890
1024385	TF105891
1009316	TF105892
1012880	TF105893
987222	TF105894
1194054	TF105895
1129055	TF105896
724998	TF105897
1009776	TF105898
990606	TF105899
943380	TF105900
951665	TF105901
819631	TF105902
897715	TF105903
990324	TF105904
1082668	TF105905
983180	TF105906
697441	TF105907
1081356	TF105908
915684	TF105909
920789	TF105910
999729	TF105911
939460	TF105912
1033067	TF105913
1224865	TF105914
1125502	TF105915
953605	TF105916
1082176	TF105917
968345	TF105918
926689	TF105919
1062824	TF105920
986752	TF105921
960569	TF105922
1025555	TF105923
1009040	TF105924
860086	TF105925
1015883	TF105926
1050711	TF105927
1006832	TF105929
962489	TF105930
1057438	TF105931
897817	TF105932
579182	TF105933
950501	TF105934
998706	TF105935
1100974	TF105936
1032978	TF105937
930556	TF105939
871658	TF105940
896070	TF105941
866479	TF105942
997311	TF105943
1006556	TF105944
936298	TF105945
736658	TF105946
970073	TF105947
1175236	TF105948
1037764	TF105949
929764	TF105950
987128	TF105951
1035737	TF105952
853954	TF105953
896173	TF105954
1052364	TF105955
976170	TF105956
955933	TF105957
